row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
1.514.718.866.735,1.514.718.866.735,1.514.718.866.735,1.307.520.007.644,1307520007644.0
1.514.718.866.735,1.514.718.866.735,1.514.718.866.735,1.307.520.007.644,1307520007644.0
9.675.264.002,9.675.264.002,9.675.264.002,8.452.962.291,8452962291.0
9.675.264.002,9.675.264.002,9.675.264.002,8.452.962.291,8452962291.0
46.104.358.919,46.104.358.919,46.104.358.919,91.677.899.313,91677899313.0
46.003.809.878,46.003.809.878,46.003.809.878,91.511.157.331,91511157331.0
46.003.809.878,46.003.809.878,46.003.809.878,91.511.157.331,91511157331.0
100.549.041,100.549.041,100.549.041,166.741.982,166741982.0
100.549.041,100.549.041,100.549.041,166.741.982,166741982.0
1.931,1.931,1.931,1.931,1931.0
