row_label_raw,row_label_full,8,Chi Nhánh Công Ty Cổ Phần Viễn Thông FPT,Bên có liên quan,Chi phí đường truyền,104.280.000,19.800.000,numeric__Chi Nhánh Công Ty Cổ Phần Viễn Thông FPT,numeric__Bên có liên quan,numeric__Chi phí đường truyền,numeric__104.280.000,numeric__19.800.000
9,9,9,CN CT TNHH Phân phối FPT,Bên có liên quan,Thiết bị tin học,,557.819.988,,,,,557819988.0
10,10,10,Công ty CP Quản lý Quỹ FPT,Bên có liên quan,Phí lưu ký,,3.637.836,,,,,3637836.0
11,11,11,Công ty CP Bán lẻ Kỹ thuật số FPT,Bên có liên quan,"Phí tư vấn Tổ chức ĐHĐCD thường niên năm 2018 và Lập Báo cáo thường niên năm 2017, phí quản lý cổ đông",84.700.000,41.800.000,,,,84700000.0,41800000.0
12,12,12,CN CTTNHH dịch vụ tin học FPT,Bên có liên quan,Thiết bị tin học,9.691.000,125.703.600,,,,9691000.0,125703600.0
13,13,13,Công ty TNHH Đầu tư FPT,Bên có liên quan,Phí chuyển nhượng CK chưa niêm yết,56.364.000,,,,,56364000.0,
