row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),100,,2.294.771.906.353,1.594.825.417.534,100.0,,2294771906353.0,1594825417534.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,2.290.690.175.641,1.588.768.944.224,110.0,,2290690175641.0,1588768944224.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,458.055.059.707,170.509.389.350,111.0,,458055059707.0,170509389350.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,218.055.059.707,170.509.389.350,1111.0,,218055059707.0,170509389350.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,240.000.000.000,,1112.0,,240000000000.0,
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,268.753.379.878,16.874.544.264,112.0,,268753379878.0,16874544264.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,1.560.722.678.544,1.399.031.164.975,114.0,,1560722678544.0,1399031164975.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,116,A.7.4,(10.884.281.110),(10.885.263.725),116.0,,-10884281110.0,-10885263725.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,11.597.593.865,8.619.704.273,117.0,,11597593865.0,8619704273.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,11.597.593.865,8.619.704.273,1172.0,,11597593865.0,8619704273.0
"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",117.3,,100.549.041,166.741.982,1173.0,,100549041.0,166741982.0
"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,,11.497.044.824,8.452.962.291,1174.0,,11497044824.0,8452962291.0
