row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
8. Trả trước cho người bán,8. Trả trước cho người bán,8. Trả trước cho người bán,118,,436.219.118,1.450.729.486,118.0,,436219118.0,1450729486.0
9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,119,A.7.5.3,1.575.628.189,2.469.540.796,119.0,,1575628189.0,2469540796.0
12. Các khoản phải thu khác,12. Các khoản phải thu khác,12. Các khoản phải thu khác,122,A.7.5.4,624.047.450,898.304.805,122.0,,624047450.0,898304805.0
13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),129,A.7.6,(190.150.000),(199.170.000),129.0,,-190150000.0,-199170000.0
II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,130,,4.081.730.712,6.056.473.310,130.0,,4081730712.0,6056473310.0
1. Tạm ứng,1. Tạm ứng,1. Tạm ứng,131,,,,131.0,,,
"2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ",132,A.7.7,1.749.208.938,3.033.473.105,132.0,,1749208938.0,3033473105.0
3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,133,A.7.8a,1.273.695.730,1.201.397.994,133.0,,1273695730.0,1201397994.0
"4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",134,,8.800.000,8.800.000,134.0,,8800000.0,8800000.0
5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,135,,1.017.816.455,1.796.913.951,135.0,,1017816455.0,1796913951.0
6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,136,,32.209.589,15.888.256,136.0,,32209589.0,15888256.0
B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),200,,206.941.009.820,201.638.256.558,200.0,,206941009820.0,201638256558.0
I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,210,,,,210.0,,,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,174.929.035.286,179.209.995.582,220.0,,174929035286.0,179209995582.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,A.7.10,155.722.047.274,159.760.232.618,221.0,,155722047274.0,159760232618.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,214.364.771.679,208.489.444.298,222.0,,214364771679.0,208489444298.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223a,,(58.642.724.405),(48.729.211.680),,,-58642724405.0,-48729211680.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,,,224.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,A.7.11,19.206.988.012,19.449.762.964,227.0,,19206988012.0,19449762964.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,43.672.561.761,43.672.561.761,228.0,,43672561761.0,43672561761.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229a,,(24.465.573.749),(24.222.798.797),,,-24465573749.0,-24222798797.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,,,230.0,,,
IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,240,A.7.12,,831.168.000,240.0,,,831168000.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,250,,32.011.974.534,21.597.092.976,250.0,,32011974534.0,21597092976.0
"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",251,,849.750.570,639.750.570,251.0,,849750570.0,639750570.0
2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,252,A.7.8b,1.161.805.344,957.342.406,252.0,,1161805344.0,957342406.0
4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,254,A.7.9,30.000.418.620,20.000.000.000,254.0,,30000418620.0,20000000000.0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,260,,,,260.0,,,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.501.712.916.173,1.796.463.674.092,270.0,,2501712916173.0,1796463674092.0
