row_label_raw,row_label_full,STT,Loại chi phí quản lý CTCK,Năm 2018,Năm 2017,numeric__Loại chi phí quản lý CTCK,numeric__Năm 2018,numeric__Năm 2017
1,1,1,Chi phí lương và khác khoản khác theo lương,22.704.671.311,18.217.557.577,,22704671311.0,18217557577.0
,,,Trong đó: CP Lương của Tổng giám đốc,955.800.000,761.400.000,,955800000.0,761400000.0
2,2,2,"BHXH, BHYT, KPCĐ, BHTN",1.659.755.350,1.452.256.600,,1659755350.0,1452256600.0
3,3,3,Chi phí đào tạo tuyển dụng,92.070.118,467.825,,92070118.0,467825.0
4,4,4,Chi phí vật tư văn phòng,2.030.177.442,2.633.014.172,,2030177442.0,2633014172.0
5,5,5,"Chi phí công cụ, dụng cụ",,,,,
6,5 > 6,6,Chi phí khấu hao TSCĐ,10.545.674.312,10.460.707.580,,10545674312.0,10460707580.0
7,5 > 7,7,"Chi phí thuế, phí và lệ phí",30.117.755,26.317.755,,30117755.0,26317755.0
8,8,8,Chi phí dự phòng và hoàn nhập dự phòng,,,,,
9,8 > 9,9,Chi phí dịch vụ mua ngoài,12.396.314.022,10.314.741.374,,12396314022.0,10314741374.0
10,8 > 10,10,Chi phí khác,1.073.022.988,748.725.484,,1073022988.0,748725484.0
,,,Cộng,50.531.803.298,43.853.788.367,,50531803298.0,43853788367.0
