row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Đã trình bày lại -Thuyết minh số 32),Số đầu năm(Đã trình bày lại -Thuyết minh số 32)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Đã trình bày lại -Thuyết minh số 32),numeric__Số đầu năm(Đã trình bày lại -Thuyết minh số 32)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Thành phẩm,Thành phẩm,Thành phẩm,321.592.809.786,-,282.578.895.723,-,321592809786.0,,282578895723.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,411.950.655.663,(29.982.715.371),310.067.932.432,(30.511.711.938),411950655663.0,-29982715371.0,310067932432.0,-30511711938.0
Hàng muađang đi đường,Hàng muađang đi đường,Hàng muađang đi đường,6.389.492.879,-,77.235.916.988,-,6389492879.0,,77235916988.0,
Chi phí sản xuấtkinh doanhđở dang,Chi phí sản xuấtkinh doanhđở dang,Chi phí sản xuấtkinh doanhđở dang,5.757.789.588,-,5.179.013.691,-,5757789588.0,,5179013691.0,
"Công cụ,dụng cụ","Công cụ,dụng cụ","Công cụ,dụng cụ",4.184.933.456,-,3.734.029.289,-,4184933456.0,,3734029289.0,
Hàng hóa,Hàng hóa,Hàng hóa,583.532.000,-,-,-,583532000.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,750.459.213.372,(29.982.715.371),678.795.788.123,(30.511.711.938),750459213372.0,-29982715371.0,678795788123.0,-30511711938.0
