row_label_raw,row_label_full,col_0,Vay ngắn hạn,VNDVay dài hạn,numeric__Vay ngắn hạn,numeric__VNDVay dài hạn
Số đầu năm (Đã trình bày lại - Thuyết minh số 32),Số đầu năm (Đã trình bày lại - Thuyết minh số 32),Số đầu năm (Đã trình bày lại - Thuyết minh số 32),2.114.450.519.481,1.715.357.185.936,2114450519481.0,1715357185936.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,3.804.301.368.540,-,3804301368540.0,
Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,832.776.331.760,(832.776.331.760),832776331760.0,-832776331760.0
Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,(4.374.862.579.714),(74.519.456.822),-4374862579714.0,-74519456822.0
Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,(2.037.209.956),(526.718.333),-2037209956.0,-526718333.0
Số cuối năm,Số cuối năm,Số cuối năm,2.374.628.430.111,807.534.679.021,2374628430111.0,807534679021.0
Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,2.374.628.430.111,807.534.679.021,2374628430111.0,807534679021.0
