row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(Dã trình bày lại - Thuyết minh số 32),numeric__Số cuối năm,numeric__VND > Số đầu năm(Dã trình bày lại - Thuyết minh số 32)
Ngắn hạn,Ngắn hạn,Ngắn hạn,89.399.011.731,80.852.108.567,89399011731.0,80852108567.0
Tiền chỉ hỗ trợ người lao động nghĩ việc do di dòi Trạm nghiền Thủ Đức (*),Tiền chỉ hỗ trợ người lao động nghĩ việc do di dòi Trạm nghiền Thủ Đức (*),Tiền chỉ hỗ trợ người lao động nghĩ việc do di dòi Trạm nghiền Thủ Đức (*),53.446.314.500,27.544.997.000,53446314500.0,27544997000.0
Phải thu bồi thường từ công ty bảo hiểm Cho bên liên quan mượn nguyên vật liệu(Thuyết minh số 29),Phải thu bồi thường từ công ty bảo hiểm Cho bên liên quan mượn nguyên vật liệu(Thuyết minh số 29),Phải thu bồi thường từ công ty bảo hiểm Cho bên liên quan mượn nguyên vật liệu(Thuyết minh số 29),2.652.357.872,6.439.920.872,2652357872.0,6439920872.0
Phải thu khác,Phải thu khác,Phải thu khác,33.300.339.359,26.788.480.235,33300339359.0,26788480235.0
Dài hạn,Dài hạn,Dài hạn,12.441.761.361,11.739.437.393,12441761361.0,11739437393.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",12.441.761.361,11.739.437.393,12441761361.0,11739437393.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,101.840.773.092,92.591.545.960,101840773092.0,92591545960.0
