row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Dã trình bày lại - Thuyết minh số 32),numeric__Năm nay,numeric__VNDNăm trước(Dã trình bày lại - Thuyết minh số 32)
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,159.933.838.538,140.516.313.734,159933838538.0,140516313734.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,72.055.166.902,66.918.647.383,72055166902.0,66918647383.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,47.612.255.648,40.118.053.088,47612255648.0,40118053088.0
Khác,Khác,Khác,40.266.415.988,33.479.613.263,40266415988.0,33479613263.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,214.576.964.523,187.389.835.784,214576964523.0,187389835784.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,81.015.159.599,70.905.730.300,81015159599.0,70905730300.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,71.850.008.376,68.632.580.411,71850008376.0,68632580411.0
Khác,Khác,Khác,61.711.796.548,47.851.525.073,61711796548.0,47851525073.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,374.510.803.061,327.906.149.518,374510803061.0,327906149518.0
