row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,167.846.470.702,189.882.476.080,167846470702.0,189882476080.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,137.339.779.736,158.932.801.994,137339779736.0,158932801994.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,50.506.690.967,30.949.674.086,50506690967.0,30949674086.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,4.470.193.703,6.646.130.200,4470193703.0,6646130200.0
Chi phí phải trả bên liên quan(Thuyết minh số 27),Ngắn hạn > Chi phí phải trả bên liên quan(Thuyết minh số 27),Chi phí phải trả bên liên quan(Thuyết minh số 27),16.088.372.329,4.756.563.836,16088372329.0,4756563836.0
Các chỉ phí phải trả khác,Ngắn hạn > Các chỉ phí phải trả khác,Các chỉ phí phải trả khác,3.075.790.849,8.821.892.483,3075790849.0,8821892483.0
,,,211.480.827.583,210.107.062.599,211480827583.0,210107062599.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),732.179.909.040,670.054.155.614,732179909040.0,670054155614.0
Chi phí phải trả bên liên quan(Thuyết minh số 27),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 27),Chi phí phải trả bên liên quan(Thuyết minh số 27),20.454.395.541,2.887.232.877,20454395541.0,2887232877.0
,,,752.634.304.581,672.941.388.491,752634304581.0,672941388491.0
