row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ các bên liên quan(Thuyết minh số 27),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 27),Phải thu từ các bên liên quan(Thuyết minh số 27),111.416.320.811,-,111416320811.0,
Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),Ngắn hạn > Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),6.992.700.000,-,6992700000.0,
Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,Ngắn hạn > Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,Công ty Cổ phần khu công nghiệpSài Gòn - Tây Ninh,300.000.000,300.000.000,300000000.0,300000000.0
Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > Công ty Cổ phần Du lịch Sài Gòn,Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
,,,119.209.020.811,800.000.000,119209020811.0,800000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ các bên liên quan(Thuyết minh số 27),Dài hạn > Phải thu từ các bên liên quan(Thuyết minh số 27),Phải thu từ các bên liên quan(Thuyết minh số 27),1.901.132.633.533,2.159.132.633.533,1901132633533.0,2159132633533.0
Công ty Cổ phần Địa ốc Viễn ĐôngViệt Nam (*),Dài hạn > Công ty Cổ phần Địa ốc Viễn ĐôngViệt Nam (*),Công ty Cổ phần Địa ốc Viễn ĐôngViệt Nam (*),50.000.000.000,-,50000000000.0,
Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),Dài hạn > Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc(**),-,6.992.700.000,,6992700000.0
Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),Dài hạn > Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),Ban quản lý dự án xây dựng thành phố BắcNinh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
,,,1.951.832.633.533,2.166.825.333.533,1951832633533.0,2166825333533.0
