row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrà nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năngtrà nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrà nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năngtrà nợ
Công ty Cổ phần Đầu tưTrường Phát,Công ty Cổ phần Đầu tưTrường Phát,Công ty Cổ phần Đầu tưTrường Phát,11.760.407.600,11.760.407.600,9.559.539.000,9.559.539.000,11760407600.0,11760407600.0,9559539000.0,9559539000.0
Công ty Cổ phần Vận Tài vàXây dựng Trung Tiến,Công ty Cổ phần Vận Tài vàXây dựng Trung Tiến,Công ty Cổ phần Vận Tài vàXây dựng Trung Tiến,9.363.043.000,9.363.043.000,-,-,9363043000.0,9363043000.0,,
Công ty TNHH Xây dựng vàCơ Điện HPN,Công ty TNHH Xây dựng vàCơ Điện HPN,Công ty TNHH Xây dựng vàCơ Điện HPN,5.064.630.000,5.064.630.000,-,-,5064630000.0,5064630000.0,,
Công ty TNHH BlueScopeBuildings Việt Nam,Công ty TNHH BlueScopeBuildings Việt Nam,Công ty TNHH BlueScopeBuildings Việt Nam,4.870.800.000,4.870.800.000,4.365.000.000,4.365.000.000,4870800000.0,4870800000.0,4365000000.0,4365000000.0
Công ty TNHH Trọng Cường,Công ty TNHH Trọng Cường,Công ty TNHH Trọng Cường,2.479.560.679,2.479.560.679,2.929.856.895,2.929.856.895,2479560679.0,2479560679.0,2929856895.0,2929856895.0
Công ty Cổ phần Xây dựngsố 1 Hà Nội,Công ty Cổ phần Xây dựngsố 1 Hà Nội,Công ty Cổ phần Xây dựngsố 1 Hà Nội,2.317.260.652,2.317.260.652,2.317.260.652,2.317.260.652,2317260652.0,2317260652.0,2317260652.0,2317260652.0
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,17.793.897.198,17.793.897.198,12.624.402.314,12.624.402.314,17793897198.0,17793897198.0,12624402314.0,12624402314.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,53.649.599.129,53.649.599.129,31.796.058.861,31.796.058.861,53649599129.0,53649599129.0,31796058861.0,31796058861.0
