row_label_raw,row_label_full,Năm trước: > Số đầu năm,Vốn cổ phần đã góp > Năm trước: > 3.957.111.670.000,Thăng dư vốn > Năm trước: > 611.072.430.000,Cổ phiếu quỹ > Năm trước: > (364.466.650.000),Quỹ đầu tư phát triển > Năm trước: > 2.223.693.823,Lợi nhuận sau thuế chưa phân phối > Năm trước: > 226.282.400.553,Đơn vị tính: VND > Năm trước: > 4.432.223.544.376,numeric__Vốn cổ phần đã góp > Năm trước: > 3.957.111.670.000,numeric__Thăng dư vốn > Năm trước: > 611.072.430.000,numeric__Cổ phiếu quỹ > Năm trước: > (364.466.650.000),numeric__Quỹ đầu tư phát triển > Năm trước: > 2.223.693.823,numeric__Lợi nhuận sau thuế chưa phân phối > Năm trước: > 226.282.400.553,numeric__Đơn vị tính: VND > Năm trước: > 4.432.223.544.376
- Tăng vốn,- Tăng vốn,- Tăng vốn,800.000.000.000,377.461.000.000,-,-,-,1.177.461.000.000,800000000000.0,377461000000.0,,,,1177461000000.0
- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,-,388.470.453.644,388.470.453.644,,,,,388470453644.0,388470453644.0
Số cuối năm,Số cuối năm,Số cuối năm,4.757.111.670.000,988.533.430.000,(364.466.650.000),2.223.693.823,614.752.854.197,5.998.154.998.020,4757111670000.0,988533430000.0,-364466650000.0,2223693823.0,614752854197.0,5998154998020.0
Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,,,,,,
Số đầu năm,Năm nay: > Số đầu năm,Số đầu năm,4.757.111.670.000,988.533.430.000,(364.466.650.000),2.223.693.823,614.752.854.197,5.998.154.998.020,4757111670000.0,988533430000.0,-364466650000.0,2223693823.0,614752854197.0,5998154998020.0
- Lợi nhuận thuần trong năm,Năm nay: > - Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,-,333.633.077.375,333.633.077.375,,,,,333633077375.0,333633077375.0
Số cuối năm,Năm nay: > Số cuối năm,Số cuối năm,4.757.111.670.000,988.533.430.000,(364.466.650.000),2.223.693.823,948.385.931.572,6.331.788.075.395,4757111670000.0,988533430000.0,-364466650000.0,2223693823.0,948385931572.0,6331788075395.0
