row_label_raw,row_label_full,Số đầu năm,-,numeric__-
Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,68.431.657.532,68431657532.0
Số cuối năm,Số cuối năm,Số cuối năm,68.431.657.532,68431657532.0
