row_label_raw,row_label_full,col_0,Năm nay > Giá vốn,Năm nay > Giá trị trích trước vào chi phí,Năm trước > Giá vốn,Năm trước > Giá trị trích trước vào chi phí,numeric__Năm nay > Giá vốn,numeric__Năm nay > Giá trị trích trước vào chi phí,numeric__Năm trước > Giá vốn,numeric__Năm trước > Giá trị trích trước vào chi phí
Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,Cho thuê dài hạn đất có cơ sở hạ tầng,22.963.206.800,20.247.853.084,15.030.758.846,5.438.932.317,22963206800.0,20247853084.0,15030758846.0,5438932317.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,22.963.206.800,20.247.853.084,15.030.758.846,5.438.932.317,22963206800.0,20247853084.0,15030758846.0,5438932317.0
