row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,353.321.179.166,410.905.086.146,353321179166.0,410905086146.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng dự án,Trong đó: > Doanh thu chuyển nhượng dự án,Doanh thu chuyển nhượng dự án,218.749.608.000,-,218749608000.0,
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ, xử lý nước thải",80.764.463.121,54.443.634.594,80764463121.0,54443634594.0
Doanh thu cho thuê đất và cơ sở hạ tầng,Trong đó: > Doanh thu cho thuê đất và cơ sở hạ tầng,Doanh thu cho thuê đất và cơ sở hạ tầng,53.320.834.389,125.890.401.298,53320834389.0,125890401298.0
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",486.273.656,5.885.098.254,486273656.0,5885098254.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,-,224.685.952.000,,224685952000.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Hàng bán trả lại,Hàng bán trả lại,Hàng bán trả lại,-,-,,
Doanh thu thuần,Hàng bán trả lại > Doanh thu thuần,Doanh thu thuần,353.321.179.166,410.905.086.146,353321179166.0,410905086146.0
