row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp(Thuyết minh số 25.2) > Thuế giá trị gia tăng,Số đầu năm > 82.558.013.042 > 40.736.370.490,Số phải nộp/cántrừ trong năm > 90.057.278.380 > (10.944.895.610),Số đã nộptrong năm > (88.111.806.746) > (10.852.926.874),Số cuối năm > 84.503.484.676 > 18.938.548.006,numeric__Số đầu năm > 82.558.013.042 > 40.736.370.490,numeric__Số phải nộp/cántrừ trong năm > 90.057.278.380 > (10.944.895.610),numeric__Số đã nộptrong năm > (88.111.806.746) > (10.852.926.874),numeric__Số cuối năm > 84.503.484.676 > 18.938.548.006
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,136.948.333,2.103.163.254,(2.122.167.809),117.943.778,136948333.0,2103163254.0,-2122167809.0,117943778.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,311.097.307,1.841.472.756,(819.587.795),1.332.982.268,311097307.0,1841472756.0,-819587795.0,1332982268.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,123.742.429.172,83.057.018.780,(101.906.489.224),104.892.958.728,123742429172.0,83057018780.0,-101906489224.0,104892958728.0
