row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty nhận tiền vay,174.225.500.000,299.470.276.339,,174225500000.0,299470276339.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty trả nợ vay,160.000.000.000,-,,160000000000.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty trả lãi vay,28.764.174.161,-,,28764174161.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty cho vay,-,33.000.000.000,,,33000000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng,Công ty nhận khoản trả nợ vay,-,169.929.723.661,,,169929723661.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty nhận trả nợ vay,195.400.000.000,-,,195400000000.0,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty trả nợ vay,61.783.679.189,31.000.000.000,,61783679189.0,31000000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Phải thu lãi trái phiếu KBC bond 005,33.241.652.778,43.539.340.182,,33241652778.0,43539340182.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,"Cấn trừ lãi trái phiếu, phí bảo lãnh trái phiếu với nợ vay",18.266.569.446,43.539.340.182,,18266569446.0,43539340182.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang,Công ty nhận trả nợ vay,195.400.000.000,-,,195400000000.0,
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty phải thu lãi trái phiếu,183.008.756.743,96.274.703.557,,183008756743.0,96274703557.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát,Công ty cho vay,-,83.900.000.000,,,83900000000.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận tạm ứng,82.397.476.856,13.679.289.000,,82397476856.0,13679289000.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận hoàn ứng,54.161.635.400,18.289.115.088,,54161635400.0,18289115088.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty trả nợ gốc vay dài hạn,3.849.163.882,29.287.707.175,,3849163882.0,29287707175.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận nợ vay dài hạn,-,33.136.871.057,,,33136871057.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thanh toán phí lắp đặt hệ thống Video Conference,-,1.485.599.500,,,1485599500.0
