row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Phải thu,Phải trả,numeric__Quan hệ,numeric__Các giao dịch,numeric__Phải thu,numeric__Phải trả
Bên liên quan,Bên liên quan,Bên liên quan,Quan hệ,Các giao dịch,Triệu VND,Triệu VND,,,,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Tiền gửi thanh toán và dự trữ bắt buộc,11.892.969,-,,,11892969.0,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Tiền vay NHNN,-,13.205.353,,,,13205353.0
Ngân hàng TNHH Indovina,Bên liên quan > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Công ty liên doanh,Tiền gửi của bên liên quan,-,2.918.912,,,,2918912.0
Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Bên liên quan > Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty liên doanh,Tiền gửi của bên liên quan,-,194.810,,,,194810.0
