row_label_raw,row_label_full,col_0,2015,2014Trình bày lại,numeric__2015,numeric__2014Trình bày lại
,,,Triệu VND,Triệu VND,,
Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,7.345.441,7.303.461,7345441.0,7303461.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(11.603),(12.472),-11603.0,-12472.0
- Lợi nhuận của công ty con,Điều chỉnh cho các khoản: > - Lợi nhuận của công ty con,- Lợi nhuận của công ty con,(390.903),(284.999),-390903.0,-284999.0
- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,Điều chỉnh cho các khoản: > - Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,(11.371),(147.512),-11371.0,-147512.0
- Biến động dự phòng chung cho các khoản cho vay khi hợp nhất báo cáo tài chính,Điều chỉnh cho các khoản: > - Biến động dự phòng chung cho các khoản cho vay khi hợp nhất báo cáo tài chính,- Biến động dự phòng chung cho các khoản cho vay khi hợp nhất báo cáo tài chính,(127),337,-127.0,337.0
- (Hoàn nhập) dự phòng cho chứng khoán nợ,Điều chỉnh cho các khoản: > - (Hoàn nhập) dự phòng cho chứng khoán nợ,- (Hoàn nhập) dự phòng cho chứng khoán nợ,-,(104.623),,-104623.0
- Khác,Điều chỉnh cho các khoản: > - Khác,- Khác,53.978,59.346,53978.0,59346.0
Thu nhập chịu thuế TNDN của Ngân hàng mẹ,Điều chỉnh cho các khoản: > Thu nhập chịu thuế TNDN của Ngân hàng mẹ,Thu nhập chịu thuế TNDN của Ngân hàng mẹ,6.985.415,6.813.538,6985415.0,6813538.0
Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,Điều chỉnh cho các khoản: > Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,1.536.791,1.498.978,1536791.0,1498978.0
Chi phí thuế TNDN của Ngân hàng tính trên thu nhập chịu thuế ở nước ngoài,Điều chỉnh cho các khoản: > Chi phí thuế TNDN của Ngân hàng tính trên thu nhập chịu thuế ở nước ngoài,Chi phí thuế TNDN của Ngân hàng tính trên thu nhập chịu thuế ở nước ngoài,8.635,12.726,8635.0,12726.0
Chi phí thuế TNDN của công ty con,Điều chỉnh cho các khoản: > Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,83.137,63.877,83137.0,63877.0
Chi phí thuế TNDN tính trên thu nhập chịu thuế,Điều chỉnh cho các khoản: > Chi phí thuế TNDN tính trên thu nhập chịu thuế,Chi phí thuế TNDN tính trên thu nhập chịu thuế,1.628.563,1.575.581,1628563.0,1575581.0
