row_label_raw,row_label_full,STT,CHỈ TIÊU,Miền Bắc (*),Miền Nam,Khác,Điều chỉnh,Tổng cộng,numeric__CHỈ TIÊU,numeric__Miền Bắc (*),numeric__Miền Nam,numeric__Khác,numeric__Điều chỉnh,numeric__Tổng cộng
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
I.,I.,I.,Kết quả kinh doanh bộ phận trước thuế,3.223.918,3.095.179,1.026.344,-,7.345.441,,3223918.0,3095179.0,1026344.0,,7345441.0
I.,I.,I.,Chi phí thuế TNDN,(1.609.234),(507),(18.822),-,(1.628.563),,-1609234.0,-507.0,-18822.0,,-1628563.0
II.,II.,II.,Kết quả kinh doanh bộ phận sau thuế,1.614.684,3.094.672,1.007.522,-,5.716.878,,1614684.0,3094672.0,1007522.0,,5716878.0
III.,III.,III.,Tài sản bộ phận,500.138.344,230.748.244,56.395.845,(7.798.946),779.483.487,,500138344.0,230748244.0,56395845.0,-7798946.0,779483487.0
IV.,IV.,IV.,Nợ phải trả bộ phận,445.854.245,226.977.882,54.280.469,(3.739.255),723.373.341,,445854245.0,226977882.0,54280469.0,-3739255.0,723373341.0
