row_label_raw,row_label_full,STT CHỈ TIÊU,Năm 2015,Trình bày lại,numeric__Năm 2015,numeric__Trình bày lại
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,
01. Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,(1.912.423),(3.227.821),-1912423.0,-3227821.0
"02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định",233.554,1.250.544,233554.0,1250544.0
"03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định",(18.308),(1.749),-18308.0,-1749.0
"04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","04. Tiền chi đầu tư, góp vốn vào các đơn vị khác",(13.860),-,-13860.0,
"05. Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 05. Tiền thu đầu tư, góp vốn vào các đơn vị khác","05. Tiền thu đầu tư, góp vốn vào các đơn vị khác",39.705,10.000,39705.0,10000.0
"06. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 06. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","06. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",373.492,18.873,373492.0,18873.0
II. Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > II. Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền thuần từ hoạt động đầu tư,(1.297.840),(1.950.153),-1297840.0,-1950153.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,
01. Cổ tức trả cho cổ đông,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 01. Cổ tức trả cho cổ đông,01. Cổ tức trả cho cổ đông,(3.723.405),(3.734.193),-3723405.0,-3734193.0
02. Tiền thu được do bán cổ phiếu ngân quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 02. Tiền thu được do bán cổ phiếu ngân quỹ,02. Tiền thu được do bán cổ phiếu ngân quỹ,-,13.087,,13087.0
III. Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,(3.723.405),(3.721.106),-3723405.0,-3721106.0
IV. Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,(6.224.571),12.836.754,-6224571.0,12836754.0
V. Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > V. Tiền và các khoản tương đương tiền đầu năm,V. Tiền và các khoản tương đương tiền đầu năm,87.064.648,74.215.984,87064648.0,74215984.0
VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,42.645,11.910,42645.0,11910.0
VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 38),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 38),VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 38),80.882.722,87.064.648,80882722.0,87064648.0
