row_label_raw,row_label_full,col_0,2015,Trình bày lại,numeric__2015,numeric__Trình bày lại
,,,Triệu VND,Triệu VND,,
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,1.517.608,2.121.181,1517608.0,2121181.0
Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,Thu nhập lãi cho vay khách hàng,31.702.025,29.840.099,31702025.0,29840099.0
"Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ","Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ","Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ",8.524.178,8.805.580,8524178.0,8805580.0
Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,393.602,286.658,393602.0,286658.0
Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,Thu nhập lãi cho thuê tài chính,156.199,168.652,156199.0,168652.0
Thu nhập khác từ hoạt động tín dụng,Thu nhập khác từ hoạt động tín dụng,Thu nhập khác từ hoạt động tín dụng,178.119,134.841,178119.0,134841.0
,,,42.471.731,41.357.011,42471731.0,41357011.0
