row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,Triệu VND,Triệu VND,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,45.294.680,46.235.872,45294680.0,46235872.0
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,38.472.306,39.797.204,38472306.0,39797204.0
Công ty TNHH MTV vốn Nhà nước trên 50%,Công ty TNHH MTV vốn Nhà nước trên 50%,Công ty TNHH MTV vốn Nhà nước trên 50%,1.685.370,670.143,1685370.0,670143.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,14.788.091,11.197.025,14788091.0,11197025.0
Công ty Cổ phần Vốn Nhà nước trên 50%,Công ty Cổ phần Vốn Nhà nước trên 50%,Công ty Cổ phần Vốn Nhà nước trên 50%,28.237.783,23.644.871,28237783.0,23644871.0
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,26.420.395,18.220.195,26420395.0,18220195.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,41.730,35.901,41730.0,35901.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.095.496,948.468,1095496.0,948468.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,27.358.408,20.254.848,27358408.0,20254848.0
Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,410.304,320.069,410304.0,320069.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",277.282.319,236.752.269,277282319.0,236752269.0
"Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội",20.947.746,15.593.202,20947746.0,15593202.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,10.925.436,10.511.107,10925436.0,10511107.0
,,,492.960.064,424.181.174,492960064.0,424181174.0
