row_label_raw,row_label_full,STT CHỈ TIÊU,Thuyết minh,2015,2014 Trình bày lại,numeric__Thuyết minh,numeric__2015,numeric__2014 Trình bày lại
7. Chi phí thuế TNDN hiện hành,7. Chi phí thuế TNDN hiện hành,7. Chi phí thuế TNDN hiện hành,37,(1.628.563),(1.575.581),37.0,-1628563.0,-1575581.0
XII. Chi phí thuế TNDN,XII. Chi phí thuế TNDN,XII. Chi phí thuế TNDN,37,(1.628.563),(1.575.581),37.0,-1628563.0,-1575581.0
XIII. Lợi nhuận sau thuế TNDN,XIII. Lợi nhuận sau thuế TNDN,XIII. Lợi nhuận sau thuế TNDN,,5.716.878,5.727.880,,5716878.0,5727880.0
XIV. Lợi ích của cổ đông không kiểm soát,XIV. Lợi ích của cổ đông không kiểm soát,XIV. Lợi ích của cổ đông không kiểm soát,,18.957,14.997,,18957.0,14997.0
XV. Lợi nhuận thuần của chủ sở hữu,XV. Lợi nhuận thuần của chủ sở hữu,XV. Lợi nhuận thuần của chủ sở hữu,,5.697.921,5.712.883,,5697921.0,5712883.0
XVI. Lãi cơ bản trên cổ phiếu (VND),XVI. Lãi cơ bản trên cổ phiếu (VND),XVI. Lãi cơ bản trên cổ phiếu (VND),27,1.208,1.266,27.0,1208.0,1266.0
