row_label_raw,row_label_full,col_0,2015,Trình bày lại,numeric__2015,numeric__Trình bày lại
,,,Triệu VND,Triệu VND,,
Trả lãi tiền gửi,Trả lãi tiền gửi,Trả lãi tiền gửi,20.124.990,20.638.810,20124990.0,20638810.0
Trả lãi tiền vay,Trả lãi tiền vay,Trả lãi tiền vay,2.609.950,2.222.720,2609950.0,2222720.0
Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,773.922,618.525,773922.0,618525.0
Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,123.884,14.840,123884.0,14840.0
,,,23.632.746,23.494.895,23632746.0,23494895.0
