row_label_raw,row_label_full,col_0,2015,2014Trình bày lại,numeric__2015,numeric__2014Trình bày lại
,,,Triệu VND,Triệu VND,,
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",74.570,44.028,74570.0,44028.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,,,
- Chi lương và phụ cấp,Chi phí cho nhân viên > - Chi lương và phụ cấp,- Chi lương và phụ cấp,4.725.164,4.498.437,4725164.0,4498437.0
- Các khoản chi đóng góp theo lương,Chi phí cho nhân viên > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,271.371,276.645,271371.0,276645.0
- Chi trợ cấp,Chi phí cho nhân viên > - Chi trợ cấp,- Chi trợ cấp,43.140,47.979,43140.0,47979.0
- Các khoản chi khác,Chi phí cho nhân viên > - Các khoản chi khác,- Các khoản chi khác,452.474,234.559,452474.0,234559.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,,,,
- Chi khấu hao tài sản cố định,Chi về tài sản > - Chi khấu hao tài sản cố định,- Chi khấu hao tài sản cố định,927.251,992.917,927251.0,992917.0
- Chi khác về tài sản,Chi về tài sản > - Chi khác về tài sản,- Chi khác về tài sản,1.117.926,984.516,1117926.0,984516.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,,,,
- Công tác phí,Chi cho hoạt động quản lý công vụ > - Công tác phí,- Công tác phí,173.451,152.209,173451.0,152209.0
- Chi về các hoạt động đoàn thể của TCTD,Chi cho hoạt động quản lý công vụ > - Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,25.700,17.859,25700.0,17859.0
- Chi khác cho hoạt động quản lý,Chi cho hoạt động quản lý công vụ > - Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,2.499.702,2.233.145,2499702.0,2233145.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi cho hoạt động quản lý công vụ > Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,268.409,312.672,268409.0,312672.0
Chi phí dự phòng khác,Chi cho hoạt động quản lý công vụ > Chi phí dự phòng khác,Chi phí dự phòng khác,140.299,9.530,140299.0,9530.0
,,,10.719.457,9.804.496,10719457.0,9804496.0
