row_label_raw,row_label_full,col_0,31/12/2015 > Nguyên giá theo nguyên tệ,31/12/2015 > Giá gốc quy đổi,31/12/2015 > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,31/12/2015 > Tỷ lệ sở hữu,31/12/2014 > Nguyên giá theo nguyên tệ,31/12/2014 > Giá gốc quy đổi,31/12/2014 > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,31/12/2014 > Tỷ lệ sở hữu,numeric__31/12/2015 > Nguyên giá theo nguyên tệ,numeric__31/12/2015 > Giá gốc quy đổi,numeric__31/12/2015 > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__31/12/2015 > Tỷ lệ sở hữu,numeric__31/12/2014 > Nguyên giá theo nguyên tệ,numeric__31/12/2014 > Giá gốc quy đổi,numeric__31/12/2014 > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__31/12/2014 > Tỷ lệ sở hữu
,,,USD,Triệu VND,Triệu VND,%,USD,Triệu VND,Triệu VND,%,,,,,,,,
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,96.500.000,1.688.788,2.464.219,50,96.500.000,1.688.788,2.420.666,50,96500000.0,1688788.0,2464219.0,50.0,96500000.0,1688788.0,2420666.0,50.0
Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,không áp dụng,400.000,318.626,50,không áp dụng,400.000,423.079,50,,400000.0,318626.0,50.0,,400000.0,423079.0,50.0
,,,,2.088.788,2.782.845,,,2.088.788,2.843.745,,,2088788.0,2782845.0,,,2088788.0,2843745.0,
