row_label_raw,row_label_full,col_0,Dự phòng CK đầu tư sẵn sàng để bán,Dự phòng CK đầu tư sẵn sàng để bán_1,Dự phòng CK đầu tư sẵn sàng để bán_2,Dự phòng CK đầu tư giữ đến ngày đáo hạn,Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Dự phòng CK đầu tư sẵn sàng để bán,numeric__Dự phòng CK đầu tư sẵn sàng để bán_1,numeric__Dự phòng CK đầu tư sẵn sàng để bán_2,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,CK nợ của TCKT chưa niêm yết,CK nợ khác,Chứng khoán vốn,CK nợ của TCKT chưa niêm yết,CK nợ khác,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,240.267,-,15.990,387.153,-,643.410,240267.0,,15990.0,387153.0,,643410.0
Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),151.599,-,(18.262),1.437.718,-,1.571.055,151599.0,,-18262.0,1437718.0,,1571055.0
Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,-,-,-,(434.194),-,(434.194),,,,-434194.0,,-434194.0
Phân loại lại,Phân loại lại,Phân loại lại,-,-,64.437,-,-,64.437,,,64437.0,,,64437.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,391.866,-,62.165,1.390.677,-,1.844.708,391866.0,,62165.0,1390677.0,,1844708.0
