row_label_raw,row_label_full,col_0,Dự phòng CK đầu tư sẵn sàng để bán,Dự phòng CK đầu tư sẵn sàng để bán_1,Dự phòng CK đầu tư sẵn sàng để bán_2,Dự phòng CK đầu tư giữ đến ngày đáo hạn,Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,Dự phòng CK đầu tư giữ đến ngày đáo hạn_2,numeric__Dự phòng CK đầu tư sẵn sàng để bán,numeric__Dự phòng CK đầu tư sẵn sàng để bán_1,numeric__Dự phòng CK đầu tư sẵn sàng để bán_2,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn_2
,,,CK nợ của TCKT chưa niêm yết,CK nợ khác,Chứng khoán vốn,CK nợ của TCKT chưa niêm yết,CK nợ khác,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Tại ngày 01/01/2014,Tại ngày 01/01/2014,Tại ngày 01/01/2014,104.543,-,27.802,2.901,-,135.246,104543.0,,27802.0,2901.0,,135246.0
Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 33),135.724,-,(11.812),499.828,-,623.740,135724.0,,-11812.0,499828.0,,623740.0
Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,-,-,-,(115.576),-,(115.576),,,,-115576.0,,-115576.0
Tại ngày 31/12/2014,Tại ngày 31/12/2014,Tại ngày 31/12/2014,240.267,-,15.990,387.153,-,643.410,240267.0,,15990.0,387153.0,,643410.0
