row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014Trình bày lại,numeric__31/12/2015,numeric__31/12/2014Trình bày lại
,,,Triệu VND,Triệu VND,,
Vật liệu và công cụ,Vật liệu và công cụ,Vật liệu và công cụ,144.250,159.207,144250.0,159207.0
Chi phí trả trước chờ phân bổ (*),Chi phí trả trước chờ phân bổ (*),Chi phí trả trước chờ phân bổ (*),3.208.078,3.207.430,3208078.0,3207430.0
Lợi thế thương mại (xem Thuyết minh số 19),Lợi thế thương mại (xem Thuyết minh số 19),Lợi thế thương mại (xem Thuyết minh số 19),6.352,8.167,6352.0,8167.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,1.988,4.477,1988.0,4477.0
,,,3.360.668,3.379.281,3360668.0,3379281.0
