row_label_raw,row_label_full,col_0,2015,2014Trình bày lại,numeric__2015,numeric__2014Trình bày lại
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,4.108.124,3.744.115,4108124.0,3744115.0
Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,2.618.092,1.204.239,2618092.0,1204239.0
"Thu nhập từ chuyển nhượng, thanh lý tài sản (*)","Thu nhập từ chuyển nhượng, thanh lý tài sản (*)","Thu nhập từ chuyển nhượng, thanh lý tài sản (*)",42.298,2.108.598,42298.0,2108598.0
Thu nhập từ công cụ phải sinh khác,Thu nhập từ công cụ phải sinh khác,Thu nhập từ công cụ phải sinh khác,936.562,174.943,936562.0,174943.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,511.172,256.335,511172.0,256335.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,1.905.838,2.346.199,1905838.0,2346199.0
Chi phí từ công cụ phải sinh khác,Chi phí từ công cụ phải sinh khác,Chi phí từ công cụ phải sinh khác,1.044.392,192.586,1044392.0,192586.0
"Chi phí từ chuyển nhượng, thanh lý tài sản (*)","Chi phí từ chuyển nhượng, thanh lý tài sản (*)","Chi phí từ chuyển nhượng, thanh lý tài sản (*)",18.308,1.143.761,18308.0,1143761.0
Chi phí khác,Chi phí khác,Chi phí khác,843.138,1.009.852,843138.0,1009852.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,2.202.286,1.397.916,2202286.0,1397916.0
