row_label_raw,row_label_full,Khoản mục trên Báo cáo lưu chuyển tiền tệ hợp nhất,Số đã báo cáo trên báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2014 > Triệu VND,Điều chỉnh > Triệu VND,Trình bày lại trên báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND,numeric__Số đã báo cáo trên báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2014 > Triệu VND,numeric__Điều chỉnh > Triệu VND,numeric__Trình bày lại trên báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự nhận được (*),Thu nhập lãi và các khoản thu nhập tương tự nhận được (*),Thu nhập lãi và các khoản thu nhập tương tự nhận được (*),38.409.812,286.658,38.696.470,38409812.0,286658.0,38696470.0
Thu nhập từ hoạt động dịch vụ nhận được (*),Thu nhập từ hoạt động dịch vụ nhận được (*),Thu nhập từ hoạt động dịch vụ nhận được (*),1.449.458,(286.658),1.162.800,1449458.0,-286658.0,1162800.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn rủi ro",1.203.022,1.217,1.204.239,1203022.0,1217.0,1204239.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(9.174.208),22.739,(9.151.469),-9174208.0,22739.0,-9151469.0
(Giám)/Tăng khác về công nợ hoạt động,(Giám)/Tăng khác về công nợ hoạt động,(Giám)/Tăng khác về công nợ hoạt động,5.770.296,(1.217),5.769.079,5770296.0,-1217.0,5769079.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,(3.205.082),(22.739),(3.227.821),-3205082.0,-22739.0,-3227821.0
