row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,4.073.137.887.349,2.981.157.959.467,,,4073137887349.0,2981157959467.0
210,210,210,I. Các khoản phải thu dài hạn,,102.277.222.301,427.464.424.439,,,102277222301.0,427464424439.0
215,215,215,1. Phải thu về cho vay dài hạn,,-,73.789.212.750,,,,73789212750.0
216,216,216,2. Phải thu dài hạn khác,10,102.277.222.301,353.675.211.689,,10.0,102277222301.0,353675211689.0
220,220,220,II. Tài sản cố định,,77.310.850.615,76.794.007.669,,,77310850615.0,76794007669.0
221,221,221,1. Tài sản cố định hữu hình,13,57.666.132.634,58.065.005.720,,13.0,57666132634.0,58065005720.0
222,222,222,Nguyên giá,,118.957.101.945,108.695.776.138,,,118957101945.0,108695776138.0
223,223,223,Giá trị khấu hao lũy kế,,(61.290.969.311),(50.630.770.418),,,-61290969311.0,-50630770418.0
227,227,227,2. Tài sản cố định vô hình,14,19.644.717.981,18.729.001.949,,14.0,19644717981.0,18729001949.0
228,228,228,Nguyên giá,,32.261.118.268,27.888.031.346,,,32261118268.0,27888031346.0
229,229,229,Giá trị hao mòn lũy kế,,(12.616.400.287),(9.159.029.397),,,-12616400287.0,-9159029397.0
230,230,230,III. Bất động sản đầu tư,15,259.778.194.035,185.417.247.848,,15.0,259778194035.0,185417247848.0
231,231,231,1. Nguyên giá,,291.721.297.005,210.054.788.851,,,291721297005.0,210054788851.0
232,232,232,2. Giá trị khấu hao lũy kế,,(31.943.102.970),(24.637.541.003),,,-31943102970.0,-24637541003.0
240,240,240,IV. Tài sản dở dang dài hạn,,38.281.315.930,194.018.233.786,,,38281315930.0,194018233786.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,38.281.315.930,194.018.233.786,,16.0,38281315930.0,194018233786.0
250,250,250,V. Đầu tư tài chính dài hạn,17,3.262.292.924.302,1.808.796.822.726,,17.0,3262292924302.0,1808796822726.0
252,252,252,1. Đầu tư vào công ty liên kết và công ty liên doanh,17.1,3.259.883.924.302,1.806.387.822.726,,171.0,3259883924302.0,1806387822726.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,17.2,2.409.000.000,2.409.000.000,,172.0,2409000000.0,2409000000.0
260,260,260,VI. Tài sản dài hạn khác,,333.197.380.166,288.667.222.999,,,333197380166.0,288667222999.0
261,261,261,1. Chi phí trả trước dài hạn,12,104.081.633.850,17.271.336.174,,12.0,104081633850.0,17271336174.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,35.3,223.794.473.406,264.554.250.215,,353.0,223794473406.0,264554250215.0
269,269,269,3. Lợi thế thương mại,18,5.321.272.910,6.841.636.610,,18.0,5321272910.0,6841636610.0
270,270,270,TỔNG CỘNG TÀI SẢN,,13.642.706.052.855,10.904.393.811.381,,,13642706052855.0,10904393811381.0
