row_label_raw,row_label_full,Số đầu năm > Lợi nhuận thuần trong năm,Năm nay > 1.145.105.732.185 > 15.461.321.348,VNDNăm trước > 684.189.248.746 > 46.708.377.748,numeric__Năm nay > 1.145.105.732.185 > 15.461.321.348,numeric__VNDNăm trước > 684.189.248.746 > 46.708.377.748
Thoái vốn bằng tiền,Thoái vốn bằng tiền,Thoái vốn bằng tiền,(6.017.930.000),(22.072.330.000),-6017930000.0,-22072330000.0
Giao dịch vốn với cổ đông không kiểm soát của công ty con nhưng không làm mất quyền kiểm soát,Giao dịch vốn với cổ đông không kiểm soát của công ty con nhưng không làm mất quyền kiểm soát,Giao dịch vốn với cổ đông không kiểm soát của công ty con nhưng không làm mất quyền kiểm soát,(14.629.154.365),(31.128.360.358),-14629154365.0,-31128360358.0
Cổ tức đã công bố,Cổ tức đã công bố,Cổ tức đã công bố,(22.565.699.000),(78.387.001.800),-22565699000.0,-78387001800.0
Tăng vốn góp điều lệ,Tăng vốn góp điều lệ,Tăng vốn góp điều lệ,-,572.500.000.000,,572500000000.0
Mua công ty con,Mua công ty con,Mua công ty con,-,5.425.994.773,,5425994773.0
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,-,(27.598.740.606),,-27598740606.0
Thoái vốn bằng cách cán trừ khoản phải thu,Thoái vốn bằng cách cán trừ khoản phải thu,Thoái vốn bằng cách cán trừ khoản phải thu,-,(4.531.456.318),,-4531456318.0
Số cuối năm,Số cuối năm,Số cuối năm,1.117.354.270.168,1.145.105.732.185,1117354270168.0,1145105732185.0
