row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,6.922.368.313.313,4.704.460.956.362,,,6922368313313.0,4704460956362.0
310,310,310,I. Nợ ngắn hạn,,4.439.141.504.524,3.024.335.277.673,,,4439141504524.0,3024335277673.0
311,311,311,1. Phải trả người bán ngắn hạn,19,390.382.082.801,174.705.474.076,,19.0,390382082801.0,174705474076.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,2.097.544.959.844,1.321.709.245.270,,20.0,2097544959844.0,1321709245270.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,118.798.691.353,251.691.667.672,,21.0,118798691353.0,251691667672.0
314,314,314,4. Phải trả người lao động,,61.591.865.074,33.343.057.214,,,61591865074.0,33343057214.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,493.490.788.363,488.054.866.482,,22.0,493490788363.0,488054866482.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,26,6.698.604.900,6.667.470.512,,26.0,6698604900.0,6667470512.0
319,319,319,7. Phải trả ngắn hạn khác,23,202.983.688.889,561.488.562.672,,23.0,202983688889.0,561488562672.0
320,320,320,8. Vay ngắn hạn,24,931.941.548.675,63.282.000.000,,24.0,931941548675.0,63282000000.0
321,321,321,9. Dự phòng phải trả ngắn hạn,27,51.516.293.091,63.584.149.284,,27.0,51516293091.0,63584149284.0
322,322,322,"10.Quỹ khen thưởng, phúc lợi",25,84.192.981.534,59.808.784.491,,25.0,84192981534.0,59808784491.0
330,330,330,II. Nợ dài hạn,,2.483.226.808.789,1.680.125.678.689,,,2483226808789.0,1680125678689.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,26,757.276.989.590,694.788.377.071,,26.0,757276989590.0,694788377071.0
337,337,337,2. Phải trả dài hạn khác,23,135.841.073.185,104.464.456.895,,23.0,135841073185.0,104464456895.0
338,338,338,3. Vay và nợ dài hạn,24,1.525.023.673.583,806.240.486.487,,24.0,1525023673583.0,806240486487.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,35.3,37.481.799.167,24.134.890.127,,353.0,37481799167.0,24134890127.0
342,342,342,5. Dự phòng phải trả dài hạn,27,27.603.273.264,50.497.468.109,,27.0,27603273264.0,50497468109.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,6.720.337.739.542,6.199.932.855.019,,,6720337739542.0,6199932855019.0
410,410,410,I. Vốn chủ sở hữu,,6.720.337.739.542,6.199.932.855.019,,,6720337739542.0,6199932855019.0
411,411,411,1. Vốn cổ phần,28.1,2.852.706.600.000,2.597.025.750.000,,281.0,2852706600000.0,2597025750000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.852.706.600.000,2.597.025.750.000,,,2852706600000.0,2597025750000.0
412,412,412,2. Thặng dư vốn cổ phần,28.1,988.508.364.367,988.508.364.367,,281.0,988508364367.0,988508364367.0
415,415,415,3. Cổ phiếu quỹ,28.1,(382.934.347.400),(382.934.347.400),,281.0,-382934347400.0,-382934347400.0
418,418,418,4. Quỹ đầu tư phát triển,28.1,10.709.490.423,10.709.490.423,,281.0,10709490423.0,10709490423.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,28.1,2.216.611.139,2.216.611.139,,281.0,2216611139.0,2216611139.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,28.1,2.131.776.750.845,1.839.301.254.305,,281.0,2131776750845.0,1839301254305.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.420.140.583.379,990.053.918.135,,,1420140583379.0,990053918135.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,711.636.167.466,849.247.336.170,,,711636167466.0,849247336170.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,29,1.117.354.270.168,1.145.105.732.185,,29.0,1117354270168.0,1145105732185.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.642.706.052.855,10.904.393.811.381,,,13642706052855.0,10904393811381.0
