row_label_raw,row_label_full,Ngân hàng TMCP Phương Đông > Ngân hàng TNHH MTV Standard Chartered (Việt Nam) > Ngân hàng TNHH Một Thành Viên HSBC (Việt Nam),Số cuối nămVND > 200.000.000.000 > 89.999.606.178,Ngày đáo hạn > Ngày 30 tháng 9 năm 2022 > Ngày 11 tháng 11 năm 2022 > Ngày 13 tháng 5 năm 2021,"Mục đích vay > Tài trợ đầu tư phát triển dự án Akari > Tài trợ phát triển Dự án nhà ở thương mại Novia tại khu đất với diện tích khoản 8.179 \( m^{2} \) tại Phường Linh Tây, Quận Thử Đức, Thành Phổ Hồ Chí Minh","Lãi suất%/năm > 10,2% > 5,46% - 5,75% > 8,0% - 8,2%",Hình thức đảm bảo > Khoản phải thu phát sinh trong tương lai từ Hợp đồng bán dự án và tài khoản tiền gửi tại ngân hàng của Công ty (TM số 5) > Quyền sử dụng đất và tài sản gắn liền với đất dự án Novia (TM số 11),numeric__Số cuối nămVND > 200.000.000.000 > 89.999.606.178,numeric__Ngày đáo hạn > Ngày 30 tháng 9 năm 2022 > Ngày 11 tháng 11 năm 2022 > Ngày 13 tháng 5 năm 2021,"numeric__Mục đích vay > Tài trợ đầu tư phát triển dự án Akari > Tài trợ phát triển Dự án nhà ở thương mại Novia tại khu đất với diện tích khoản 8.179 \( m^{2} \) tại Phường Linh Tây, Quận Thử Đức, Thành Phổ Hồ Chí Minh","numeric__Lãi suất%/năm > 10,2% > 5,46% - 5,75% > 8,0% - 8,2%",numeric__Hình thức đảm bảo > Khoản phải thu phát sinh trong tương lai từ Hợp đồng bán dự án và tài khoản tiền gửi tại ngân hàng của Công ty (TM số 5) > Quyền sử dụng đất và tài sản gắn liền với đất dự án Novia (TM số 11)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,489.999.606.178,,,,,489999606178.0,,,,
Trong đó:- Vay dài hạn- Vay dài hạnđến hạn trả,Trong đó:- Vay dài hạn- Vay dài hạnđến hạn trả,Trong đó:- Vay dài hạn- Vay dài hạnđến hạn trả,400.000.000.000,,,,,400000000000.0,,,,
,,,89.999.606.178,,,,,89999606178.0,,,,
