row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí hoạt động,Ngắn hạn > Chi phí hoạt động,Chi phí hoạt động,2.812.563.878,680.690.909,2812563878.0,680690909.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",1.358.654.530,1.184.913.573,1358654530.0,1184913573.0
Khác,Ngắn hạn > Khác,Khác,243.240.321,587.887.183,243240321.0,587887183.0
,,,4.414.458.729,2.453.491.665,4414458729.0,2453491665.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",19.611.624.320,9.983.099.404,19611624320.0,9983099404.0
Hoa hồng môi giới,Dài hạn > Hoa hồng môi giới,Hoa hồng môi giới,449.667.233,1.323.914.770,449667233.0,1323914770.0
Chi phí chờ phân bổ khác,Dài hạn > Chi phí chờ phân bổ khác,Chi phí chờ phân bổ khác,84.020.342.297,5.964.322.000,84020342297.0,5964322000.0
,,,104.081.633.850,17.271.336.174,104081633850.0,17271336174.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,108.496.092.579,19.724.827.839,108496092579.0,19724827839.0
