row_label_raw,row_label_full,Các bênliên quan,Mối quan hệ,Nội dungnghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dungnghiệp vụ,numeric__Năm nay,numeric__Năm trước
Southgate,Southgate,Southgate,Công tyliên doanh,Dịch vụ tổng thầu (*),565.964.050.361,335.964.913.165,,,565964050361.0,335964913165.0
Southgate,Southgate,Southgate,Công tyliên doanh,Bán dự án (*),92.249.092.178,-,,,92249092178.0,
Southgate,Southgate,Southgate,Công tyliên doanh,Dịch vụ khác (*),66.486.931.204,-,,,66486931204.0,
Southgate,Southgate,Southgate,Công tyliên doanh,Thu nhập cổ tức,97.107.260.274,-,,,97107260274.0,
NNH Mizuki,NNH Mizuki,NNH Mizuki,Công tyliên doanh,Dịch vụ tổng thầu (*),509.391.056.616,160.904.361.903,,,509391056616.0,160904361903.0
NNH Mizuki,NNH Mizuki,NNH Mizuki,Công tyliên doanh,Thu nhập cổ tức,51.989.041.096,-,,,51989041096.0,
NNH Mizuki,NNH Mizuki,NNH Mizuki,Công tyliên doanh,Bán dự án (*),54.055.410.422,154.939.703.704,,,54055410422.0,154939703704.0
NNH Mizuki,NNH Mizuki,NNH Mizuki,Công tyliên doanh,Dịch vụ khác (*),35.840.776.341,118.055.454,,,35840776341.0,118055454.0
(*) Doanh thu cho bên liên quan (TM số 30.1),(*) Doanh thu cho bên liên quan (TM số 30.1),(*) Doanh thu cho bên liên quan (TM số 30.1),(*) Doanh thu cho bên liên quan (TM số 30.1),(*) Doanh thu cho bên liên quan (TM số 30.1),1.323.987.317.122,651.927.034.226,,,1323987317122.0,651927034226.0
