row_label_raw,row_label_full,Thuế TNDN hiện hànhĐiều chỉnh thuế TNDN trích thiếu các năm trước,Năm nay > 108.612.991.0941.792.062.392,VNDNăm trước > 206.218.688.62710.171.948.106,numeric__Năm nay > 108.612.991.0941.792.062.392,numeric__VNDNăm trước > 206.218.688.62710.171.948.106
Chi phí thuế TNDN hiện hànhChi phí thuế TNDN hoãn lại(TM số 35.3),Chi phí thuế TNDN hiện hànhChi phí thuế TNDN hoãn lại(TM số 35.3),Chi phí thuế TNDN hiện hànhChi phí thuế TNDN hoãn lại(TM số 35.3),110.405.053.48654.106.685.849,216.390.636.7332.613.520.264,1.1040505348654107e+22,2.1639063673326136e+21
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,164.511.739.335,219.004.156.997,164511739335.0,219004156997.0
