row_label_raw,row_label_full,col_0,2023Triệu VND,2022Triệu VND,numeric__2023Triệu VND,numeric__2022Triệu VND
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,13.199,5.484,13199.0,5484.0
"Trong đó, thù lao:","Trong đó, thù lao:","Trong đó, thù lao:","Trong đó, thù lao:","Trong đó, thù lao:",,
- Ông Đăng Khắc Vỹ – Chủ tịch,"Trong đó, thù lao: > - Ông Đăng Khắc Vỹ – Chủ tịch",- Ông Đăng Khắc Vỹ – Chủ tịch,2.074,1.975,2074.0,1975.0
- Ông Đăng Văn Sơn – Phó Chủ tịch,"Trong đó, thù lao: > - Ông Đăng Văn Sơn – Phó Chủ tịch",- Ông Đăng Văn Sơn – Phó Chủ tịch,1.768,1.646,1768.0,1646.0
- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*),- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*),- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*),-,-,,
- Ông Đỗ Xuân Hoàng – Thành viên,- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*) > - Ông Đỗ Xuân Hoàng – Thành viên,- Ông Đỗ Xuân Hoàng – Thành viên,1.188,1.143,1188.0,1143.0
- Ông Nguyễn Việt Cường – Thành viên độc lập,- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*) > - Ông Nguyễn Việt Cường – Thành viên độc lập,- Ông Nguyễn Việt Cường – Thành viên độc lập,180,720,180.0,720.0
- Bà Nguyễn Thị Bích Hạnh – Thành viên độc lập,- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*) > - Bà Nguyễn Thị Bích Hạnh – Thành viên độc lập,- Bà Nguyễn Thị Bích Hạnh – Thành viên độc lập,713,-,713.0,
Ban Kiểm soát,- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*) > Ban Kiểm soát,Ban Kiểm soát,5.554,3.316,5554.0,3316.0
Ban Tổng Giám đốc và Kế toán trưởng,- Ông Hàn Ngọc Vũ – Thành viên kiểm Tổng Giám đốc (*) > Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,27.524,33.934,27524.0,33934.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Tiền lương của Tổng Giám đốc,Trong đó: > - Tiền lương của Tổng Giám đốc,- Tiền lương của Tổng Giám đốc,2.580,2.400,2580.0,2400.0
- Tiền lương của người quản lý chủ chốt khác,Trong đó: > - Tiền lương của người quản lý chủ chốt khác,- Tiền lương của người quản lý chủ chốt khác,13.032,12.355,13032.0,12355.0
