row_label_raw,row_label_full,col_0,2023Số cổ phiếu,2022Số cổ phiếu(Điều chỉnh lại)(*),2022Số cổ phiếu(Như đã trìnhbảy trước đây),numeric__2023Số cổ phiếu,numeric__2022Số cổ phiếu(Điều chỉnh lại)(*),numeric__2022Số cổ phiếu(Như đã trìnhbảy trước đây)
Số cổ phiếu phổ thông đã phát hành năm trước mang sang,Số cổ phiếu phổ thông đã phát hành năm trước mang sang,Số cổ phiếu phổ thông đã phát hành năm trước mang sang,2.107.672.945,1.553.142.993,1.553.142.993,2107672945.0,1553142993.0,1553142993.0
Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,429.134.589,983.664.541,554.529.952,429134589.0,983664541.0,554529952.0
Số bình quân gia quyền của cổ phiếu phổ thông trong năm,Số bình quân gia quyền của cổ phiếu phổ thông trong năm,Số bình quân gia quyền của cổ phiếu phổ thông trong năm,2.536.807.534,2.536.807.534,2.107.672.945,2536807534.0,2536807534.0,2107672945.0
