row_label_raw,row_label_full,col_0,1/1/2023,Số phát sinh trong năm,Số đã nộp/được khấu trừ trong năm,31/12/2023,numeric__1/1/2023,numeric__Số phát sinh trong năm,numeric__Số đã nộp/được khấu trừ trong năm,numeric__31/12/2023
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.656.035,2.140.892,(2.328.881),1.468.046,1656035.0,2140892.0,-2328881.0,1468046.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,12.849,615.285,(599.697),28.437,12849.0,615285.0,-599697.0,28437.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,24.071,349.787,(339.243),34.615,24071.0,349787.0,-339243.0,34615.0
,,,1.692.955,3.105.964,(3.267.821),1.531.098,1692955.0,3105964.0,-3267821.0,1531098.0
