row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND,Giá gốc,VND,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang di đường,Hàng mua đang di đường,Hàng mua đang di đường,506.460.044.464,-,290.183.472.687,-,506460044464.0,,290183472687.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",1.723.454.617.336,(51.071.929.927),2.873.859.662.250,(43.677.485.015),1723454617336.0,-51071929927.0,2873859662250.0,-43677485015.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",93.824.417.763,(2.630.573.103),101.822.587.965,(4.183.918.894),93824417763.0,-2630573103.0,101822587965.0,-4183918894.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,2.119.989.787.195,(6.378.277.928),1.755.604.311.853,(3.790.984.943),2119989787195.0,-6378277928.0,1755604311853.0,-3790984943.0
Thành phẩm,Thành phẩm,Thành phẩm,3.881.402.335.652,(197.977.221.838),3.930.788.967.069,(113.002.398.638),3881402335652.0,-197977221838.0,3930788967069.0,-113002398638.0
Hàng hoá,Hàng hoá,Hàng hoá,240.472.588.425,(6.372.670.475),262.449.381.866,(5.669.842.609),240472588425.0,-6372670475.0,262449381866.0,-5669842609.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,22.695.525.771,(240.330.695),66.605.594.682,(240.330.695),22695525771.0,-240330695.0,66605594682.0,-240330695.0
,,,8.588.299.316.606,(264.671.003.966),9.281.313.978.372,(170.564.960.794),8588299316606.0,-264671003966.0,9281313978372.0,-170564960794.0
