row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND
Trái phiếu (i),Trái phiếu (i),Trái phiếu (i),590.000.000.000,(i),-,1.400.000.000.000,(i),-,590000000000.0,,,1400000000000.0,,
Cổ phiếu (ii),Cổ phiếu (ii),Cổ phiếu (ii),2.195.232.291.770,2.164.983.205.600,(31.239.176.854),769.754.643.884,767.229.243.884,(2.525.400.000),2195232291770.0,2164983205600.0,-31239176854.0,769754643884.0,767229243884.0,-2525400000.0
Chứng chỉ tiền gửi và công cụ tài chính khác (iii),Chứng chỉ tiền gửi và công cụ tài chính khác (iii),Chứng chỉ tiền gửi và công cụ tài chính khác (iii),600.000.000.000,(i),-,1.610.906.301,(i),-,600000000000.0,,,1610906301.0,,
,,,3.385.232.291.770,,(31.239.176.854),2.171.365.550.185,,(2.525.400.000),3385232291770.0,,-31239176854.0,2171365550185.0,,-2525400000.0
