row_label_raw,row_label_full,col_0,col_1,31.12.2018VND,31.12.2017VND,numeric__col_1,numeric__31.12.2018VND,numeric__31.12.2017VND
(b),(b),(b),Vay dài hạn,,,,,
,,,Ngân hàng TMCP Việt Nam Thịnh Vương (ix),2.000.000.000.000,-,,2000000000000.0,
,,,Ngân hàng TMCP Công thương Việt Nam – Chi nhánh TP HCM (i),732.325.455.084,846.433.940.112,,732325455084.0,846433940112.0
,,,Ngân hàng TMCP Việt Nam Thịnh Vương (iv),570.000.000.000,-,,570000000000.0,
,,,Ngân Hàng TMCP Kiên Long – Chi nhánh Sài Gòn (vii),317.625.000.000,-,,317625000000.0,
,,,Ngân Hàng TMCP Sài Gòn Thương Tín – Chi nhánh Trung tâm (x),208.441.000.000,232.000.000.000,,208441000000.0,232000000000.0
,,,Ngân Hàng TMCP Sài Gòn Thương Tín – Chi nhánh Quận 4 (v),113.798.571.753,-,,113798571753.0,
,,,Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (ii),-,306.885.000.000,,,306885000000.0
,,,Ngân hàng Quốc tế Maybank – Chi nhánh Labuan (ii),-,184.131.000.000,,,184131000000.0
,,,Ngân hàng Shanghai & Savings - Offshore Banking (ii),-,61.377.000.000,,,61377000000.0
,,,"Chailease International Financial Services Co., Ltd (ii)",-,40.918.000.000,,,40918000000.0
,,,Ngân Hàng Malayan Banking Berhad (Maybank) – Chi nhánh TP HCM (ii),-,20.016.000.000,,,20016000000.0
,,,Ngân hàng TMCP Việt Nam Thịnh Vương – Chi nhánh TP HCM (vi),-,99.998.000.000,,,99998000000.0
,,,Ngân hàng TMCP Tiên Phong – Chi nhánh Sài Gòn,-,50.000.000.000,,,50000000000.0
,,,,3.942.190.026.837,1.841.758.940.112,,3942190026837.0,1841758940112.0
