row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,15.635.421.288.785,11.759.393.956.148,,,15635421288785.0,11759393956148.0
02,02,02,Các khoản giảm trừ doanh thu,,(345.027.380.300),(127.057.926.975),,,-345027380300.0,-127057926975.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,30,15.290.393.908.485,11.632.336.029.173,,30.0,15290393908485.0,11632336029173.0
11,11,11,Giá vốn hàng bán,31,(10.132.440.436.138),(8.375.505.074.901),,31.0,-10132440436138.0,-8375505074901.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.157.953.472.347,3.256.830.954.272,,,5157953472347.0,3256830954272.0
21,21,21,Doanh thu hoạt động tài chính,32,1.296.684.713.154,1.696.524.125.589,,32.0,1296684713154.0,1696524125589.0
22,22,22,Chi phí tài chính,33,(1.930.195.994.193),(1.463.309.502.095),,33.0,-1930195994193.0,-1463309502095.0
23,23,23,- Trong đó: Chi phí lãi vay,33,(1.381.414.621.001),(1.205.387.997.120),,33.0,-1381414621001.0,-1205387997120.0
24,24,24,Phần lãi trong công ty liên kết,34,1.322.274.553.324,12.079.426.593,,34.0,1322274553324.0,12079426593.0
25,25,25,Chi phí bán hàng,35,(424.217.309.126),(258.292.397.030),,35.0,-424217309126.0,-258292397030.0
26,26,26,Chi phí quản lý doanh nghiệp,36,(743.726.773.586),(676.193.753.758),,36.0,-743726773586.0,-676193753758.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,4.678.772.661.920,2.567.638.853.571,,,4678772661920.0,2567638853571.0
31,31,31,Thu nhập khác,,71.083.646.568,62.422.616.018,,,71083646568.0,62422616018.0
32,32,32,Chi phí khác,,(74.481.539.950),(41.562.445.470),,,-74481539950.0,-41562445470.0
40,40,40,(Lỗ)/Lợi nhuận khác,37,(3.397.893.382),20.860.170.548,,37.0,-3397893382.0,20860170548.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,4.675.374.768.538,2.588.499.024.119,,,4675374768538.0,2588499024119.0
51,51,51,Chi phí thuế TNDN hiện hành,38(b),(986.171.527.219),(810.647.531.519),,,-986171527219.0,-810647531519.0
52,52,52,(Chi phí)/thu nhập thuế TNDN hoãn lại,38(a),(422.133.052.602),283.791.739.656,,,-422133052602.0,283791739656.0
60,60,60,Lợi nhuận sau thuế TNDN,,3.267.070.188.717,2.061.643.232.256,,,3267070188717.0,2061643232256.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của Công ty mẹ,,3.227.004.714.155,2.033.481.810.322,,,3227004714155.0,2033481810322.0
62,62,62,Lợi nhuận sau thuế của các Cổ đông không kiểm soát,,40.065.474.562,28.161.421.934,,,40065474562.0,28161421934.0
