row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
200,200,200,TÀI SẢN DÀI HẠN,,19.051.268.698.390,8.300.996.138.739,,,19051268698390.0,8300996138739.0
210,210,210,Các khoản phải thu dài hạn,,255.403.896.052,654.401.516.832,,,255403896052.0,654401516832.0
212,212,212,Trả trước cho người bán dài hạn,,-,953.750.090,,,,953750090.0
215,215,215,Phải thu về cho vay dài hạn,8(b),-,449.644.400.000,,,,449644400000.0
216,216,216,Phải thu dài hạn khác,9(b),255.403.896.052,203.803.366.742,,,255403896052.0,203803366742.0
220,220,220,Tài sản cố định,,787.142.924.879,326.609.439.362,,,787142924879.0,326609439362.0
221,221,221,Tài sản cố định hữu hình,13,705.600.012.062,281.845.599.120,,13.0,705600012062.0,281845599120.0
222,222,222,Nguyên giá,,875.356.758.139,411.168.923.089,,,875356758139.0,411168923089.0
223,223,223,Giá trị khấu hao lũy kế,,(169.756.746.077),(129.323.323.969),,,-169756746077.0,-129323323969.0
227,227,227,Tài sản cố định vô hình,14,81.542.912.817,44.763.840.242,,14.0,81542912817.0,44763840242.0
228,228,228,Nguyên giá,,91.934.799.597,50.544.832.543,,,91934799597.0,50544832543.0
229,229,229,Giá trị khấu hao lũy kế,,(10.391.886.780),(5.780.992.301),,,-10391886780.0,-5780992301.0
230,230,230,Bất động sản đầu tư,15,3.056.785.356.717,2.944.616.534.199,,15.0,3056785356717.0,2944616534199.0
231,231,231,Nguyên giá,,3.199.456.319.499,3.055.632.258.276,,,3199456319499.0,3055632258276.0
232,232,232,Giá trị khấu hao lũy kế,,(142.670.962.782),(111.015.724.077),,,-142670962782.0,-111015724077.0
240,240,240,Tài sản dở dang dài hạn,,430.179.529.043,361.032.817.716,,,430179529043.0,361032817716.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",11(b),181.962.136.884,224.136.375.352,,,181962136884.0,224136375352.0
242,242,242,Chi phí xây dựng cơ bản dở dang,16,248.217.392.159,136.896.442.364,,16.0,248217392159.0,136896442364.0
250,250,250,Đầu tư tài chính dài hạn,5(b),7.556.238.420.121,1.042.972.935.246,,,7556238420121.0,1042972935246.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",,7.548.298.670.121,1.042.972.935.246,,,7548298670121.0,1042972935246.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,7.939.750.000,-,,,7939750000.0,
260,260,260,Tài sản dài hạn khác,,6.965.518.571.578,2.971.362.895.384,,,6965518571578.0,2971362895384.0
261,261,261,Chi phí trả trước dài hạn,12(b),414.115.027.558,449.352.171.677,,,414115027558.0,449352171677.0
262,262,262,Tài sản thuế thu nhập hoãn lại,38(a),70.055.011.414,115.783.534.333,,,70055011414.0,115783534333.0
269,269,269,Lợi thế thương mại,17,6.481.348.532.606,2.406.227.189.374,,17.0,6481348532606.0,2406227189374.0
270,270,270,TỔNG TÀI SẢN,,69.912.213.163.543,49.466.961.992.241,,,69912213163543.0,49466961992241.0
