row_label_raw,row_label_full,col_0,2.104.916.307.092,numeric__2.104.916.307.092
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,
Nợ phải trả,Nợ phải trả > Nợ phải trả,Nợ phải trả,209.557.041.652,209557041652.0
Thuế thu nhập hoãn lại phải trả,Nợ phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,242.713.769.707,242713769707.0
,,,452.270.811.359,452270811359.0
