row_label_raw,row_label_full,Bên thứ ba,2.711.170.532.425,1.382.461.474.765,numeric__2.711.170.532.425,numeric__1.382.461.474.765
Bên liên quan (Thuyết minh 41(b)),Bên liên quan (Thuyết minh 41(b)),Bên liên quan (Thuyết minh 41(b)),-,124.900.350,,124900350.0
,,,2.711.170.532.425,1.382.586.375.115,2711170532425.0,1382586375115.0
