row_label_raw,row_label_full,col_0,31.12.2018VND,31.12.2017VND,numeric__31.12.2018VND,numeric__31.12.2017VND
(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,,
"Credit Suisse AG, Chi nhánh Singapore (i)","(a) Vay ngắn hạn > Credit Suisse AG, Chi nhánh Singapore (i)","Credit Suisse AG, Chi nhánh Singapore (i)",1.627.150.000.000,-,1627150000000.0,
Công ty Cổ phần Kinh doanh Nhà Nova (ii),(a) Vay ngắn hạn > Công ty Cổ phần Kinh doanh Nhà Nova (ii),Công ty Cổ phần Kinh doanh Nhà Nova (ii),1.563.454.440.896,3.340.306.773.026,1563454440896.0,3340306773026.0
GW Supernova Pte.Ltd. (iii),(a) Vay ngắn hạn > GW Supernova Pte.Ltd. (iii),GW Supernova Pte.Ltd. (iii),1.162.250.000.000,-,1162250000000.0,
"Credit Suisse AG, Chi nhánh Singapore (iv)","(a) Vay ngắn hạn > Credit Suisse AG, Chi nhánh Singapore (iv)","Credit Suisse AG, Chi nhánh Singapore (iv)",286.225.500.000,-,286225500000.0,
Crane Investment Ltd. (iv),(a) Vay ngắn hạn > Crane Investment Ltd. (iv),Crane Investment Ltd. (iv),144.837.000.000,-,144837000000.0,
Khác (ii),(a) Vay ngắn hạn > Khác (ii),Khác (ii),49.300.000.000,108.000.000.000,49300000000.0,108000000000.0
,,,4.833.216.940.896,3.448.306.773.026,4833216940896.0,3448306773026.0
(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,(b) Vay dài hạn,,
"Credit Suisse AG, Chi nhánh Singapore (iv)","(b) Vay dài hạn > Credit Suisse AG, Chi nhánh Singapore (iv)","Credit Suisse AG, Chi nhánh Singapore (iv)",1.621.944.500.000,750.255.000.000,1621944500000.0,750255000000.0
"GPI3 Co., Ltd (v)","(b) Vay dài hạn > GPI3 Co., Ltd (v)","GPI3 Co., Ltd (v)",1.392.000.000.000,-,1392000000000.0,
Crane Investment Ltd. (iv),(b) Vay dài hạn > Crane Investment Ltd. (iv),Crane Investment Ltd. (iv),820.743.000.000,954.870.000.000,820743000000.0,954870000000.0
GW Supernova Pte.Ltd. (iii),(b) Vay dài hạn > GW Supernova Pte.Ltd. (iii),GW Supernova Pte.Ltd. (iii),-,1.136.750.000.000,,1136750000000.0
,,,3.834.687.500.000,2.841.875.000.000,3834687500000.0,2841875000000.0
