row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
300,300,300,NỘ PHẢI TRẢ,,49.452.086.677.765,36.210.571.488.821,,,49452086677765.0,36210571488821.0
310,310,310,Nợ ngắn hạn,,27.969.394.567.002,22.658.196.187.952,,,27969394567002.0,22658196187952.0
311,311,311,Phải trả người bán ngắn hạn,18,2.523.012.259.596,2.648.333.517.795,,18.0,2523012259596.0,2648333517795.0
312,312,312,Người mua trả tiền trước ngắn hạn,19,7.779.944.907.345,8.848.256.383.261,,19.0,7779944907345.0,8848256383261.0
313,313,313,Thuế và các khoản phải nộp Ngân sách Nhà nước,20(b),558.242.968.117,588.662.021.432,,,558242968117.0,588662021432.0
314,314,314,Phải trả người lao động,21,33.168.157.749,114.949.661.694,,21.0,33168157749.0,114949661694.0
315,315,315,Chi phí phải trả ngắn hạn,22,2.711.170.532.425,1.382.586.375.115,,22.0,2711170532425.0,1382586375115.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,1.457.601.871,1.974.280.808,,,1457601871.0,1974280808.0
319,319,319,Phải trả ngắn hạn khác,23(a),2.711.456.498.429,1.318.999.855.808,,,2711456498429.0,1318999855808.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,24(a),11.645.389.730.077,7.748.878.980.646,,,11645389730077.0,7748878980646.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,5.551.911.393,5.555.111.393,,,5551911393.0,5555111393.0
330,330,330,Nợ dài hạn,,21.482.692.110.763,13.552.375.300.869,,,21482692110763.0,13552375300869.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,27.058.815.648,27.481.411.249,,,27058815648.0,27481411249.0
337,337,337,Phải trả dài hạn khác,23(b),2.495.831.870.100,1.664.029.225.075,,,2495831870100.0,1664029225075.0
338,338,338,Vay và nợ thuê tài chính dài hạn,24(b),16.262.686.196.964,10.200.873.745.673,,,16262686196964.0,10200873745673.0
341,341,341,Thuế thu nhập hoãn lại phải trả,38(a),2.697.115.228.051,1.659.990.918.872,,,2697115228051.0,1659990918872.0
400,400,400,VỐN CHỦ SỞ HỮU,,20.460.126.485.778,13.256.390.503.420,,,20460126485778.0,13256390503420.0
410,410,410,Vốn chủ sở hữu,,20.460.126.485.778,13.256.390.503.420,,,20460126485778.0,13256390503420.0
411,411,411,Vốn góp của chủ sở hữu,"25, 26",9.372.766.740.000,6.496.587.880.000,,,9372766740000.0,6496587880000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.304.466.740.000,6.428.287.880.000,,,9304466740000.0,6428287880000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,68.300.000.000,68.300.000.000,,,68300000000.0,68300000000.0
412,412,412,Thặng dư vốn cổ phần,26,3.996.839.781.026,3.206.830.905.400,,26.0,3996839781026.0,3206830905400.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",26,6.107.694.627.582,2.907.218.106.652,,26.0,6107694627582.0,2907218106652.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,2.886.728.106.652,927.684.830.514,,,2886728106652.0,927684830514.0
421b,421b,421b,- LNST chưa phân phối năm nay,,3.220.966.520.930,1.979.533.276.138,,,3220966520930.0,1979533276138.0
429,429,429,Lợi ích cổ đông không kiểm soát,27,982.825.337.170,645.753.611.368,,27.0,982825337170.0,645753611368.0
440,440,440,TỔNG NGUỒN VỐN,,69.912.213.163.543,49.466.961.992.241,,,69912213163543.0,49466961992241.0
