row_label_raw,row_label_full,col_0,31.12.2018VND,31.12.2017VND,numeric__31.12.2018VND,numeric__31.12.2017VND
(b) Trái phiếu dài hạn,(b) Trái phiếu dài hạn,(b) Trái phiếu dài hạn,(b) Trái phiếu dài hạn,(b) Trái phiếu dài hạn,,
Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,,
The Bank of New York Mellon – Chi nhánh London (vii),Loại phát hành bằng mệnh giá > The Bank of New York Mellon – Chi nhánh London (vii),The Bank of New York Mellon – Chi nhánh London (vii),5.555.555.000.000,-,5555555000000.0,
Ngân hàng TMCP Tiên Phong (viii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (viii),Ngân hàng TMCP Tiên Phong (viii),1.500.000.000.000,-,1500000000000.0,
Ngân hàng TMCP Quân Đội - Bắc Sài Gòn (ix),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Bắc Sài Gòn (ix),Ngân hàng TMCP Quân Đội - Bắc Sài Gòn (ix),1.000.000.000.000,-,1000000000000.0,
Ngân hàng TMCP Quân đội (x),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân đội (x),Ngân hàng TMCP Quân đội (x),400.000.000.000,-,400000000000.0,
Tập đoàn Bảo Việt (xi),Loại phát hành bằng mệnh giá > Tập đoàn Bảo Việt (xi),Tập đoàn Bảo Việt (xi),200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hồ Chí Minh (iv),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hồ Chí Minh (iv),Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hồ Chí Minh (iv),146.000.000.000,441.000.000.000,146000000000.0,441000000000.0
Ngân hàng TMCP Kỹ thương Việt Nam (i),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Kỹ thương Việt Nam (i),Ngân hàng TMCP Kỹ thương Việt Nam (i),-,1.500.000.000.000,,1500000000000.0
Ngân hàng TNHH Indovina (i),Loại phát hành bằng mệnh giá > Ngân hàng TNHH Indovina (i),Ngân hàng TNHH Indovina (i),-,1.050.000.000.000,,1050000000000.0
Công ty TNHH Chứng khoán Kỹ thương (i),Loại phát hành bằng mệnh giá > Công ty TNHH Chứng khoán Kỹ thương (i),Công ty TNHH Chứng khoán Kỹ thương (i),-,750.000.000.000,,750000000000.0
Ngân hàng TMCP Quân đội,Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,-,750.000.000.000,,750000000000.0
Ngân hàng TMCP Quân đội (ii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân đội (ii),Ngân hàng TMCP Quân đội (ii),-,500.000.000.000,,500000000000.0
Ngân hàng TMCP Tiên Phong,Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,-,375.000.000.000,,375000000000.0
,,,8.801.555.000.000,5.566.000.000.000,8801555000000.0,5566000000000.0
