row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
100,100,100,TÀI SẢN NGẮN HẠN,,50.860.944.465.153,41.165.965.853.502,,,50860944465153.0,41165965853502.0
110,110,110,Tiền và các khoản tương đương tiền,4,12.326.942.295.680,6.650.160.994.741,,4.0,12326942295680.0,6650160994741.0
111,111,111,Tiền,,7.595.717.278.814,1.198.110.884.846,,,7595717278814.0,1198110884846.0
112,112,112,Các khoản tương đương tiền,,4.731.225.016.866,5.452.050.109.895,,,4731225016866.0,5452050109895.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,95.691.805.879,512.509.850.676,,,95691805879.0,512509850676.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),95.691.805.879,512.509.850.676,,,95691805879.0,512509850676.0
130,130,130,Các khoản phải thu ngắn hạn,,4.665.352.597.458,5.998.164.901.016,,,4665352597458.0,5998164901016.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,759.035.366.510,390.715.866.371,,6.0,759035366510.0,390715866371.0
132,132,132,Trả trước cho người bán ngắn hạn,7,1.501.273.791.900,1.771.344.474.280,,7.0,1501273791900.0,1771344474280.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),430.653.870.350,625.605.206.171,,,430653870350.0,625605206171.0
136,136,136,Phải thu ngắn hạn khác,9(a),1.984.653.214.476,3.210.499.354.194,,,1984653214476.0,3210499354194.0
135,135,135,Dự phòng phải thu ngắn hạn khó đòi,10,(10.263.645.778),-,,10.0,-10263645778.0,
140,140,140,Hàng tồn kho,11(a),32.826.041.845.846,27.128.796.867.411,,,32826041845846.0,27128796867411.0
141,141,141,Hàng tồn kho,,32.833.620.893.772,27.136.318.547.663,,,32833620893772.0,27136318547663.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(7.579.047.926),(7.521.680.252),,,-7579047926.0,-7521680252.0
150,150,150,Tài sản ngắn hạn khác,,946.915.920.290,876.333.239.658,,,946915920290.0,876333239658.0
151,151,151,Chỉ phí trả trước ngắn hạn,12(a),133.941.405.843,104.024.633.186,,,133941405843.0,104024633186.0
152,152,152,Thuế GTGT được khấu trừ,20(a),726.686.085.221,649.739.747.874,,,726686085221.0,649739747874.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),86.288.429.226,122.568.858.598,,,86288429226.0,122568858598.0
