row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,,,,
- Bằng VND,Phải trả về nghiệp vụ UPAS L/C > - Bằng VND,- Bằng VND,18.573.444,10.000.969,18573444.0,10000969.0
- Bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C > - Bằng ngoại tệ,- Bằng ngoại tệ,5.279.710,5.560.602,5279710.0,5560602.0
,,,23.853.154,15.561.571,23853154.0,15561571.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,,,
- Bằng VND,Vay các TCTD khác > - Bằng VND,- Bằng VND,4.073.768,20.619.229,4073768.0,20619229.0
"Trong đó: Vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: Vay chiết khấu, tái chiết khấu","Trong đó: Vay chiết khấu, tái chiết khấu",4.073.768,13.889.229,4073768.0,13889229.0
- Bằng ngoại tệ,Vay các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,11.055.554,8.494.119,11055554.0,8494119.0
,,,15.129.322,29.113.348,15129322.0,29113348.0
,,,38.982.476,44.674.919,38982476.0,44674919.0
