row_label_raw,row_label_full,Tên,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
Tên,Tên,Tên,Giá gốcTriệu đồng,Tỷ lệnấm giữ (%),Giá gốcTriệu đồng,Tỷ lệnấm giữ (%),,,,
Công ty Tài chính TNHHHD SAISON,Tên > Công ty Tài chính TNHHHD SAISON,Công ty Tài chính TNHHHD SAISON,1.214.688,"50,00",1.039.688,"50,00",1214688.0,50.0,1039688.0,50.0
Công ty Cổ phần mua bán nợ vàquản lý tài sản HDBank,Tên > Công ty Cổ phần mua bán nợ vàquản lý tài sản HDBank,Công ty Cổ phần mua bán nợ vàquản lý tài sản HDBank,(*),(*),20.000,"100,00",,,20000.0,100.0
