row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022Triệu đồng,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022Triệu đồng,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021Triệu đồng
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
01,01,01,"Mua sắm tài sản cố định (""TSCĐ"")",,(117.610),(337.982),,,-117610.0,-337982.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,21.120,5,,,21120.0,5.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(175.000),-,,,-175000.0,
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",,500,51.775,,,500.0,51775.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,372.069,669.000,,,372069.0,669000.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,101.079,382.798,,,101079.0,382798.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
01,01,01,Tăng vốn từ phát hành cổ phiếu,,200.000,-,,,200000.0,
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,200.000,-,,,200000.0,
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,,(15.413.613),15.791.805,,,-15413613.0,15791805.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,,70.029.993,54.238.188,,,70029993.0,54238188.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,32,54.616.380,70.029.993,,32.0,54616380.0,70029993.0
