row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2022,Miền Bắc Triệu đồng > Tại ngày 31 tháng 12 năm 2022,Miền Trung Triệu đồng > Tại ngày 31 tháng 12 năm 2022,Miền Nam Triệu đồng > Tại ngày 31 tháng 12 năm 2022,Nước ngoài Triệu đồng > Tại ngày 31 tháng 12 năm 2022,Loại trừ Triệu đồng > Tại ngày 31 tháng 12 năm 2022,Tổng cộng Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Miền Bắc Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Miền Trung Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Miền Nam Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Nước ngoài Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Loại trừ Triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng cộng Triệu đồng > Tại ngày 31 tháng 12 năm 2022
Tải sản,Tải sản,Tải sản,72.251.589,42.874.859,304.564.115,773,(15.415.188),404.276.148,72251589.0,42874859.0,304564115.0,773.0,-15415188.0,404276148.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,70.312.285,41.809.151,271.445.355,2.469,(15.415.188),368.154.072,70312285.0,41809151.0,271445355.0,2469.0,-15415188.0,368154072.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.939.304,1.065.709,6.471.769,(1.695),-,9.475.087,1939304.0,1065709.0,6471769.0,-1695.0,,9475087.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,,,,,
Tải sản,Tại ngày 31 tháng 12 năm 2021 > Tải sản,Tải sản,59.731.960,36.263.638,286.070.971,657,(17.125.824),364.941.402,59731960.0,36263638.0,286070971.0,657.0,-17125824.0,364941402.0
Nợ phải trả,Tại ngày 31 tháng 12 năm 2021 > Nợ phải trả,Nợ phải trả,58.412.572,35.419.159,259.942.398,2.512,(17.125.824),336.650.817,58412572.0,35419159.0,259942398.0,2512.0,-17125824.0,336650817.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.319.386,844.479,5.290.497,(1.364),-,7.452.998,1319386.0,844479.0,5290497.0,-1364.0,,7452998.0
