row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,406.790,11.386,406790.0,11386.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,68.207.996,42.136.814,68207996.0,42136814.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,4.322.692,6.605.463,4322692.0,6605463.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,4.375.832,4.451.533,4375832.0,4451533.0
- Bảo lãnh thanh toán,- Bảo lãnh thanh toán,- Bảo lãnh thanh toán,1.775.175,2.351.487,1775175.0,2351487.0
- Bảo lãnh thực hiện hợp đồng,- Bảo lãnh thực hiện hợp đồng,- Bảo lãnh thực hiện hợp đồng,569.715,499.303,569715.0,499303.0
- Bảo lãnh dự thầu,- Bảo lãnh dự thầu,- Bảo lãnh dự thầu,53.162,41.737,53162.0,41737.0
- Bảo lãnh khác,- Bảo lãnh khác,- Bảo lãnh khác,1.977.780,1.559.006,1977780.0,1559006.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,3.252.305,8.575.641,3252305.0,8575641.0
- Cam kết hợp đồng hoán đổi lãi suất,- Cam kết hợp đồng hoán đổi lãi suất,- Cam kết hợp đồng hoán đổi lãi suất,1.172.500,3.787.657,1172500.0,3787657.0
- Cam kết hợp đồng phải sinh giá cả hàng hóa,- Cam kết hợp đồng phải sinh giá cả hàng hóa,- Cam kết hợp đồng phải sinh giá cả hàng hóa,83.291,445.893,83291.0,445893.0
- Cam kết hợp đồng mua bán giấy tờ có giá,- Cam kết hợp đồng mua bán giấy tờ có giá,- Cam kết hợp đồng mua bán giấy tờ có giá,160.000,3.620.000,160000.0,3620000.0
- Cam kết hạn mức thể tín dụng,- Cam kết hạn mức thể tín dụng,- Cam kết hạn mức thể tín dụng,1.836.514,722.091,1836514.0,722091.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(327.275),(707.146),-327275.0,-707146.0
,,,80.238.340,61.073.691,80238340.0,61073691.0
