row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ,Chứng khoán Nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,14.685.119,20.986.009,14685119.0,20986009.0
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,15.375.189,15.198.883,15375189.0,15198883.0
"Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Chứng khoán Nợ > Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)",4.300.777,6.457.569,4300777.0,6457569.0
,,,34.361.085,42.642.461,34361085.0,42642461.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán vốn do TCKT trong nước phát hành,1.013.973,1.013.973,1013973.0,1013973.0
,,,35.375.058,43.656.434,35375058.0,43656434.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá cho trái phiếu Chính phủ,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá cho trái phiếu Chính phủ,Dự phòng giảm giá cho trái phiếu Chính phủ,-,(22.867),,-22867.0
Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,Dự phòng chung cho trái phiếu doanh nghiệp chưa niêm yết,(30.004),(47.569),-30004.0,-47569.0
,,,(30.004),(70.436),-30004.0,-70436.0
,,,35.345.054,43.585.998,35345054.0,43585998.0
