row_label_raw,row_label_full,col_0,31.12.2021Triệu đồngĐã được trình bàytrước đây,31.12.2021Triệu đồngPhân loại lại Trình bày lại,31.12.2021Triệu đồngPhân loại lại Trình bày lại_1,numeric__31.12.2021Triệu đồngĐã được trình bàytrước đây,numeric__31.12.2021Triệu đồngPhân loại lại Trình bày lại,numeric__31.12.2021Triệu đồngPhân loại lại Trình bày lại_1
,,,31.12.2021Triệu đồngĐã được trình bàytrước đây,31.12.2021Triệu đồngPhân loại lại Trình bày lại,31.12.2021Triệu đồngPhân loại lại Trình bày lại,,,
Báo cáo kết quả hoạt động riêngThu nhập từ hoạt động khácChi phí hoạt động khác,Báo cáo kết quả hoạt động riêngThu nhập từ hoạt động khácChi phí hoạt động khác,Báo cáo kết quả hoạt động riêngThu nhập từ hoạt động khácChi phí hoạt động khác,306.398(285.455),(40.680)40.680,265.718(244.775),,,
,,,20.943,-,20.943,20943.0,,20943.0
