row_label_raw,row_label_full,col_0,VND,USD,EUR,Vàng,Khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Khác,numeric__Tổng cộng
Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.694.224,406.458,57.981,20.120,266.792,2.445.575,1694224.0,406458.0,57981.0,20120.0,266792.0,2445575.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,8.264.381,3.518.800,4.556,-,-,11.787.737,8264381.0,3518800.0,4556.0,,,11787737.0
Tiền gửi và cho vay các TCTD khác,Tài sản > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,46.125.502,11.712.664,76.663,-,482.198,58.397.027,46125502.0,11712664.0,76663.0,,482198.0,58397027.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),11.401.753,-,-,-,-,11.401.753,11401753.0,,,,,11401753.0
Công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,1.634.907,(1.039.404),(51.692),-,(537.342),6.469,1634907.0,-1039404.0,-51692.0,,-537342.0,6469.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),176.824.222,12.939.028,-,-,71.406,189.834.656,176824222.0,12939028.0,,,71406.0,189834656.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),65.912.028,-,-,-,-,65.912.028,65912028.0,,,,,65912028.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",1.204.109,-,-,-,-,1.204.109,1204109.0,,,,,1204109.0
TSCĐ,Tài sản > TSCĐ,TSCĐ,1.320.497,-,-,-,-,1.320.497,1320497.0,,,,,1320497.0
Tải sản Có khác (*),Tài sản > Tải sản Có khác (*),Tải sản Có khác (*),19.027.592,5.667.638,34.698,-,17.406,24.747.334,19027592.0,5667638.0,34698.0,,17406.0,24747334.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,333.409.215,33.205.184,122.206,20.120,300.460,367.057.185,333409215.0,33205184.0,122206.0,20120.0,300460.0,367057185.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,92.656,-,-,-,-,92.656,92656.0,,,,,92656.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,84.168.331,20.665.056,34.582,-,15.467,104.883.436,84168331.0,20665056.0,34582.0,,15467.0,104883436.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,179.985.125,3.060.848,88.652,-,156.650,183.291.275,179985125.0,3060848.0,88652.0,,156650.0,183291275.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,2.865.458,-,-,71.406,2.936.864,,2865458.0,,,71406.0,2936864.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,31.520.613,7.442.500,-,-,-,38.963.113,31520613.0,7442500.0,,,,38963113.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,6.315.946,161.190,145,305,5.887,6.483.473,6315946.0,161190.0,145.0,305.0,5887.0,6483473.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,302.082.671,34.195.052,123.379,305,249.410,336.650.817,302082671.0,34195052.0,123379.0,305.0,249410.0,336650817.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,31.326.544,(989.868),(1.173),19.815,51.050,30.406.368,31326544.0,-989868.0,-1173.0,19815.0,51050.0,30406368.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,-,1.032.132,-,-,(47.323),984.809,,1032132.0,,,-47323.0,984809.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",31.326.544,42.264,(1.173),19.815,3.727,31.391.177,31326544.0,42264.0,-1173.0,19815.0,3727.0,31391177.0
