row_label_raw,row_label_full,Tên công ty,Giấy phép thành lập và hoạt động,Lĩnh vực kinh doanh,Tỷ lệ nấm giữ,Tỷ lệ nấm giữ_1,numeric__Giấy phép thành lập và hoạt động,numeric__Lĩnh vực kinh doanh,numeric__Tỷ lệ nấm giữ,numeric__Tỷ lệ nấm giữ_1
Tên công ty,Tên công ty,Tên công ty,Giấy phép thành lập và hoạt động,Lĩnh vực kinh doanh,31.12.2022,31.12.2021,,,31122022.0,31122021.0
"Công ty Tài chính TNHH HD SAISON (""HD SAISON"")","Công ty Tài chính TNHH HD SAISON (""HD SAISON"")","Công ty Tài chính TNHH HD SAISON (""HD SAISON"")",0304990133,Tài chính/ Ngân hàng,50%,50%,304990133.0,,0.5,0.5
Công ty Cổ phần mua bán nợ và quản lý tài sản HDBank,Công ty Cổ phần mua bán nợ và quản lý tài sản HDBank,Công ty Cổ phần mua bán nợ và quản lý tài sản HDBank,3602376446,Quản lý tài sản,(*),100%,3602376446.0,,,1.0
