row_label_raw,row_label_full,col_0,2022Triệu đồng,2021Triệu đồng,numeric__2022Triệu đồng,numeric__2021Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,108.685,137.279,108685.0,137279.0
Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu nhập từ hoạt động khác > Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,30.472,38.614,30472.0,38614.0
Thu lãi trả chậm từ thanh lý tài sản,Thu nhập từ hoạt động khác > Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,38.040,43.067,38040.0,43067.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,55.625,46.758,55625.0,46758.0
,,,232.822,265.718,232822.0,265718.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi tài trợ và hoạt động xã hội,Chi phí hoạt động khác > Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,(38.078),(115.659),-38078.0,-115659.0
Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí hoạt động khác > Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,(8.643),(57.320),-8643.0,-57320.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(5.377),(71.796),-5377.0,-71796.0
,,,(52.098),(244.775),-52098.0,-244775.0
Lãi thuần từ hoạt động kinh doanh khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động kinh doanh khác,Lãi thuần từ hoạt động kinh doanh khác,180.724,20.943,180724.0,20943.0
